Btop,Bjungle,Bmid,Bbot,Bsupport,Rtop,Rjungle,Rmid,Rbot,Rsupport,Bwin
133,81,116,27,11,68,57,83,8,77,0
45,79,2,46,90,68,36,83,27,50,0
93,79,98,120,77,16,71,117,27,74,0
103,26,88,120,117,73,24,141,46,70,1
16,36,31,15,101,29,54,2,100,3,1
133,79,65,15,62,132,61,31,98,42,0
29,61,17,72,119,68,79,58,46,77,0
16,57,60,8,62,84,94,83,100,85,0
84,35,120,8,85,45,36,132,17,119,0
134,63,113,8,42,40,54,112,15,147,0
44,51,101,98,119,105,37,60,100,90,0
103,51,65,100,12,20,63,6,27,11,0
112,36,2,100,90,84,25,44,46,101,0
2,54,140,46,42,95,35,31,87,101,0
98,135,31,37,85,44,51,112,100,114,1
16,79,112,8,85,95,36,83,100,119,0
103,36,1,23,62,32,57,53,100,114,1
68,36,146,100,85,93,56,123,140,119,0
133,79,65,15,62,132,61,31,98,42,0
126,28,133,46,85,73,37,113,8,3,0
103,56,83,46,119,88,61,112,15,74,0
29,51,83,27,62,16,37,31,46,50,0
29,26,88,15,50,65,28,31,8,109,0
44,51,81,46,77,16,54,6,27,85,0
120,63,16,48,147,44,36,31,23,90,0
16,57,83,67,110,78,56,10,100,85,0
123,94,55,15,74,84,63,98,65,77,0
86,36,118,48,85,93,79,65,27,42,0
133,36,30,27,35,45,79,87,65,90,0
40,26,38,46,11,93,63,87,27,3,0
0,79,123,98,117,96,37,55,46,62,0
16,24,146,46,90,136,36,52,111,3,0
40,36,64,15,119,32,79,24,27,87,0
97,36,50,46,85,86,51,83,72,12,0
88,79,116,98,77,101,43,31,15,74,0
84,36,148,100,50,55,94,141,27,90,0
68,63,65,15,42,112,36,55,120,62,0
34,82,2,27,11,134,28,141,47,66,0
84,36,113,146,100,93,25,30,15,11,0
145,73,17,98,3,95,24,112,7,90,0
65,99,112,146,85,2,61,113,27,101,1
32,36,97,27,3,103,79,2,100,77,0
23,54,24,2,85,113,61,55,8,50,0
16,63,140,72,90,29,81,112,46,119,0
44,26,40,27,87,73,102,135,46,12,0
103,56,140,83,12,35,134,138,46,87,0
103,102,1,47,119,32,56,65,146,78,0
55,139,65,15,74,93,26,113,27,42,0
31,56,44,100,11,93,28,16,27,90,0
9,102,16,27,66,95,81,31,137,42,0
29,112,96,98,87,40,37,113,65,85,0
45,36,97,146,12,68,57,96,27,62,0
112,36,2,128,62,18,63,65,48,77,1
16,56,83,8,42,103,61,112,46,90,1
45,81,65,100,111,136,61,96,27,12,0
73,35,140,100,62,86,36,112,111,74,0
84,36,113,146,100,93,25,30,15,11,1
140,57,148,146,3,32,61,40,7,66,1
84,36,112,27,42,150,79,88,8,119,0
134,82,83,46,100,68,81,120,15,11,0
86,79,83,15,74,134,63,113,100,110,0
16,54,113,48,62,84,63,65,72,86,0
97,36,2,8,31,118,57,83,100,110,1
16,79,101,100,11,66,94,2,8,67,0
142,79,145,15,119,136,26,96,23,12,0
133,36,65,27,62,70,37,113,23,12,0
29,57,2,15,147,65,63,40,46,50,0
122,36,2,120,117,65,79,31,100,62,0
44,54,24,111,31,20,108,30,65,50,0
16,24,135,46,119,150,57,30,100,147,0
16,37,83,100,35,44,61,60,27,117,0
2,63,101,46,70,6,79,145,65,143,0
37,57,148,98,85,95,24,83,46,101,0
2,79,141,48,42,140,37,113,27,109,0
103,51,65,100,12,20,63,6,27,11,1
32,37,50,100,75,133,36,112,8,66,0
122,63,6,8,70,2,56,101,7,66,0
68,57,146,98,101,44,35,88,111,3,0
134,102,28,65,90,16,63,116,98,85,0
93,79,50,98,87,32,36,115,15,62,0
141,26,24,65,3,16,79,115,8,85,0
16,79,112,8,85,95,36,83,100,119,0
65,63,112,98,66,122,57,83,100,62,0
84,115,65,98,85,106,57,6,27,62,0
118,56,81,23,77,68,92,83,46,101,0
133,112,88,27,87,34,61,80,128,62,0
20,102,24,27,74,93,115,146,46,62,0
136,36,112,27,67,122,63,65,15,11,0
134,63,113,8,42,40,54,112,15,147,0
40,108,17,8,143,103,37,112,27,147,0
133,36,30,27,35,45,79,87,65,90,0
20,71,117,98,101,95,115,150,8,119,0
93,25,123,65,14,118,36,148,100,77,0
97,36,2,8,31,118,57,83,100,110,0
16,79,112,124,66,40,36,83,46,50,0
45,36,148,27,11,16,37,31,113,100,0
95,57,24,27,138,93,79,140,48,12,0
118,37,24,15,109,45,61,78,100,114,1
16,63,88,27,90,133,36,40,111,3,0
103,57,24,46,101,93,79,97,15,11,1
29,102,24,46,119,16,112,17,27,50,0
95,37,148,49,101,134,43,113,8,12,0
55,54,97,98,117,86,56,123,140,3,0
35,36,24,100,62,93,56,6,111,3,0
29,63,83,15,50,16,57,96,98,70,1
65,63,112,8,50,20,37,148,15,42,0
16,41,65,113,119,118,56,83,140,42,0
16,134,31,49,62,29,79,17,27,90,1
16,36,146,46,74,44,79,87,111,85,0
81,102,112,46,85,45,63,52,23,3,0
84,36,96,100,77,40,79,2,46,74,0
95,41,51,68,85,133,112,65,72,3,0
32,37,148,38,11,16,102,113,46,87,0
45,79,141,8,78,68,56,113,46,114,1
32,37,50,100,75,133,36,112,8,66,0
95,63,115,128,85,20,102,123,98,42,0
66,36,17,8,85,58,57,31,129,42,0
16,51,2,27,101,118,57,83,100,62,1
16,79,2,8,74,133,37,83,15,62,1
29,63,2,15,42,112,57,73,46,67,1
2,56,31,47,66,65,81,24,46,119,0
122,36,2,120,117,65,79,31,100,62,0
145,79,84,8,42,103,57,31,111,3,0
93,24,112,128,85,45,36,31,111,119,0
44,94,112,129,62,68,79,17,27,14,0
93,99,60,98,85,16,51,148,100,114,1
68,51,65,23,85,112,63,45,8,50,0
32,37,113,46,85,65,81,97,100,114,0
136,24,2,46,85,45,79,111,40,101,0
66,25,116,23,101,133,71,117,8,119,1
29,57,2,15,147,65,63,40,46,50,0
29,36,83,23,11,134,63,123,49,62,0
68,36,2,100,3,44,41,112,98,85,0
29,56,6,15,110,126,101,83,100,50,0
84,63,141,27,12,112,135,123,8,42,0
112,57,148,8,85,103,54,83,46,101,1
123,94,55,15,74,84,63,98,65,77,0
73,35,87,46,62,83,101,84,100,114,0
105,36,53,100,101,16,79,123,46,85,0
45,24,88,46,119,20,56,2,23,50,0
101,63,78,98,85,16,61,112,111,77,0
134,36,123,23,62,133,63,65,46,119,1
118,37,24,23,62,136,61,112,27,87,0
23,54,24,2,85,113,61,55,8,50,0
65,63,87,46,85,16,94,78,27,50,0
97,61,40,113,50,29,103,2,128,42,0
32,37,50,100,75,133,36,112,8,66,0
105,54,112,8,62,20,79,123,46,119,1
20,54,123,27,143,105,36,87,129,42,1
16,81,52,8,114,29,63,24,46,62,0
35,37,140,15,74,29,36,40,129,42,0
103,115,141,23,85,73,81,88,124,66,0
84,37,2,27,143,93,79,16,8,11,0
2,36,24,46,119,16,63,88,27,77,0
30,81,106,100,90,113,57,66,27,12,0
44,56,112,48,85,40,61,133,27,101,0
44,36,112,111,85,16,63,24,23,66,0
2,56,112,23,62,31,54,65,27,85,0
91,37,81,8,147,32,24,101,57,87,0
44,61,31,8,109,16,37,113,140,90,0
89,36,148,8,50,93,63,87,100,62,0
140,63,29,8,66,16,36,52,72,110,0
16,63,146,65,114,86,35,87,72,77,0
20,54,123,27,143,105,36,87,129,42,0
16,26,97,49,85,70,54,87,100,62,0
84,51,101,8,85,93,79,35,15,87,0
32,54,17,46,78,45,79,141,8,50,0
68,36,2,100,3,44,41,112,98,85,0
44,51,101,98,119,105,37,60,100,90,0
118,37,24,23,62,136,61,112,27,87,0
118,36,83,8,42,136,54,52,100,31,0
44,61,96,115,12,65,24,2,46,42,0
105,57,78,46,62,44,63,65,47,74,0
44,28,88,129,11,93,36,83,15,74,0
32,36,148,51,101,16,79,129,93,42,0
84,61,113,46,114,133,57,83,8,85,0
103,24,40,15,77,16,94,83,51,117,0
84,54,112,100,85,18,35,116,46,62,0
122,63,148,15,75,34,79,52,100,50,0
29,79,31,23,70,84,61,52,8,119,0
68,28,116,8,85,122,25,2,23,62,1
68,57,146,98,101,44,35,88,111,3,1
84,115,65,98,85,106,57,6,27,62,0
136,36,6,8,114,0,61,53,100,85,1
65,63,112,98,66,122,57,83,100,62,0
39,28,148,8,42,106,94,2,27,114,0
98,82,112,27,6,45,61,146,65,70,1
93,26,65,100,42,103,36,112,7,85,0
65,43,146,46,130,16,63,83,72,119,0
44,56,123,46,77,16,79,140,15,74,1
2,56,31,47,66,65,81,24,46,119,0
113,36,17,46,42,140,57,66,84,90,0
45,79,2,46,90,68,36,83,27,50,0
95,92,24,113,66,2,54,65,38,100,0
140,63,103,15,77,65,36,51,96,85,1
32,37,113,46,85,65,81,97,100,114,0
16,81,52,8,114,29,63,24,46,62,0
44,63,51,100,90,16,37,24,46,77,0
16,92,148,15,67,29,102,31,46,11,0
29,36,83,23,11,134,63,123,49,62,1
117,71,105,147,90,101,35,44,47,11,0
65,63,122,100,101,68,61,112,8,77,0
2,61,133,15,67,103,35,140,100,50,0
122,63,148,15,75,34,79,52,100,50,1
2,54,140,146,110,93,79,40,46,50,1
136,24,2,46,85,45,79,111,40,101,0
84,57,78,100,11,20,79,113,46,74,0
98,82,112,27,6,45,61,146,65,70,0
118,35,116,100,85,16,37,135,140,50,0
16,144,123,27,31,97,82,112,48,101,0
122,57,133,46,50,44,35,2,8,85,0
52,36,70,49,85,133,57,116,27,90,0
101,79,60,46,74,16,99,31,8,13,0
133,36,66,140,101,29,57,31,113,62,0
103,115,141,23,85,73,81,88,124,66,0
16,28,141,100,42,29,82,148,47,66,0
121,26,146,8,42,86,63,112,27,67,0
29,112,2,98,62,103,56,65,129,119,0
68,57,146,98,101,44,35,88,111,3,0
0,56,113,23,119,16,103,87,15,74,1
95,102,113,47,74,16,79,1,15,147,1
81,102,112,46,85,45,63,52,23,3,0
103,61,1,46,110,112,28,145,100,62,0
86,35,140,31,119,103,36,2,27,62,0
93,61,123,46,101,65,79,32,146,121,0
84,63,2,46,85,29,99,112,23,12,0
136,36,6,8,114,0,61,53,100,85,0
68,36,146,100,85,93,56,123,140,119,0
65,36,2,47,74,98,103,113,46,14,0
103,56,83,46,119,88,61,112,15,74,1
16,28,88,100,3,84,36,148,7,87,0
122,63,88,146,101,29,57,83,27,85,0
